incident_id,opened_date,severity,affected_system_ar,incident_title_ar,incident_summary_ar,responsible_unit,status
INC-00220,2021-01-05,متوسطة,شبكة الربط الحكومي,مراجعة ما بعد الحادثة لشبكة الربط الحكومي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2021-1152 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00221,2024-10-27,متوسطة,مركز البيانات الاحتياطي,تقييم الأثر الاستراتيجي لانقطاع مركز البيانات الاحتياطي,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2024-6354 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مصعّد
INC-00222,2021-07-20,متوسطة,نظام التحقق الرقمي,حجب خدمة موزع على نظام التحقق الرقمي - أبها,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2021-8561 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المراجعة
INC-00223,2024-10-23,عالية,نظام الأرشفة الإلكترونية,تسريب مستندات تفاوضية من نظام الأرشفة الإلكترونية,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2024-9159 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-00224,2025-07-04,عالية,نظام إدارة الأصول التقنية,حجب خدمة موزع على نظام إدارة الأصول التقنية - الرياض,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2025-1365 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-00225,2024-08-04,متوسطة,منصة الخدمات الحكومية الموحدة,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2024-1199 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-00226,2025-08-07,عالية,نظام التحقق الرقمي,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2025),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2025-5369 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-00227,2024-06-21,حرجة,منصة الاجتماعات المؤمّنة,تنسيق عمليات أمنية مشتركة بعد حادثة الخبر,إجراءات عمليات أمنية مشتركة مع جهات وطنية عقب الحادثة. المرجع SOC-2024-9758 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00228,2021-03-25,متوسطة,بوابة المدفوعات الوطنية,حجب خدمة موزع على بوابة المدفوعات الوطنية - سكاكا,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2021-6723 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق بعد المراجعة
INC-00229,2023-05-06,متوسطة,بوابة المدفوعات الوطنية,تقييم الأثر الاستراتيجي لانقطاع بوابة المدفوعات الوطنية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2023-7248 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00230,2022-01-08,متوسطة,بوابة المستفيدين,قضية احتيال إلكتروني على بوابة المدفوعات (2022),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2022-3617 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المراجعة
INC-00231,2025-12-15,حرجة,منصة التحليلات المؤسسية,اشتباه اختراق مرتبط بمواقع تخزين أسلحة خاضعة للرقابة,محاولة وصول إلى سجلات مواقع أسلحة ومواد خاضعة للرقابة. المرجع SOC-2025-1290 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-00232,2020-07-10,متوسطة,نظام النسخ الاحتياطي المركزي,تسريب مستندات تفاوضية من نظام النسخ الاحتياطي المركزي,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2020-6450 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق
INC-00233,2024-10-24,متوسطة,شبكة الاتصالات الداخلية,مذكرة داخلية عن ضبط صلاحيات شبكة الاتصالات الداخلية,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2024-1475 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00234,2026-03-29,عالية,منصة الاجتماعات المؤمّنة,اشتباه اختراق مرتبط بمواقع تخزين أسلحة خاضعة للرقابة,محاولة وصول إلى سجلات مواقع أسلحة ومواد خاضعة للرقابة. المرجع SOC-2026-7478 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق بعد المراجعة
INC-00235,2021-08-16,عالية,مركز البيانات الاحتياطي,قضية احتيال إلكتروني على بوابة المدفوعات (2021),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2021-6393 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-00236,2025-02-24,حرجة,نظام النسخ الاحتياطي المركزي,إحاطة عاجلة للمركز الوطني بشأن حادثة بريدة,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2025-6158 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-00237,2026-06-15,منخفضة,شبكة الاتصالات الداخلية,تصريح عن اكتمال تحديث أمني في شبكة الاتصالات الداخلية - 2026,تصريح رسمي عن اكتمال التحديث دون كشف تفاصيل فنية. المرجع SOC-2026-8535 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00238,2020-12-26,متوسطة,نظام إدارة العقود,خطة الاستجابة الاستراتيجية لحوادث قطاع الخدمات الرقمية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2020-7592 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-00239,2019-06-17,منخفضة,نظام التخطيط المؤسسي,إعلان تدريب توعوي لمنسوبي قطاع الشراكات في نجران,إعلان عن برنامج تدريب توعوي مفتوح للتسجيل. المرجع SOC-2019-8106 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المعالجة
INC-00240,2021-05-28,عالية,نظام إدارة الأصول التقنية,اشتباه تسريب مفاتيح التشفير الخاصة بنظام إدارة الأصول التقنية,مؤشرات على كشف مفاتيح التشفير المستخدمة في حماية قنوات وطنية. المرجع SOC-2021-3187 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق
INC-00241,2021-05-11,عالية,نظام الأرشفة الإلكترونية,إساءة استخدام صلاحيات إدارية في نظام الأرشفة الإلكترونية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2021-3876 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المراجعة
INC-00242,2023-11-15,عالية,نظام التحقق الرقمي,نتائج اختبار اختراق نظام التحقق الرقمي - الربع الأول 2023,تحقيق هجومي كشف مسارات إعدادات افتراضية غير آمنة قابلة للاستغلال. المرجع SOC-2023-9325 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المراجعة
INC-00243,2020-10-14,منخفضة,منصة الخدمات الحكومية الموحدة,إحصاءات جاهزية الأمن السيبراني المعلنة - قطاع التحول الرقمي 2020,إحصاءات مجمّعة معلنة عن مؤشرات الجاهزية دون تفاصيل تشغيلية. المرجع SOC-2020-7859 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق
INC-00244,2022-02-01,عالية,بوابة المدفوعات الوطنية,تقرير استخبارات تهديد عن حملة تستهدف بوابة المدفوعات الوطنية,تحليل استخبارات مصادر مفتوحة ومغلقة لحملة موجهة ضد جهات وطنية. المرجع SOC-2022-3115 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-00245,2019-09-19,متوسطة,نظام إدارة الهوية المركزي,خطة الاستجابة الاستراتيجية لحوادث قطاع الشراكات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2019-8507 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المراجعة
INC-00246,2023-10-29,حرجة,نظام إدارة العقود,تهديد بتعطيل منظومة ذات استخدام عسكري مساند,بلاغ عن استهداف منظومة عسكري الاستخدام مرتبطة بالجهة. المرجع SOC-2023-1109 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق
INC-00247,2019-04-09,عالية,نظام التحقق الرقمي,خطة الاستجابة الاستراتيجية لحوادث قطاع الأعمال المؤسسية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2019-7650 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المعالجة
INC-00248,2023-02-25,منخفضة,منصة التحليلات المؤسسية,مخالفة خصوصية في مشاركة سجلات المستفيدين,مشاركة سجلات دون تطبيق ضوابط خصوصية المستفيدين. المرجع SOC-2023-3610 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق بعد المراجعة
INC-00249,2023-04-27,متوسطة,نظام النسخ الاحتياطي المركزي,تسريب مستندات تفاوضية من نظام النسخ الاحتياطي المركزي,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2023-2165 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المعالجة
INC-00250,2026-01-30,متوسطة,نظام التحقق الرقمي,حجب خدمة موزع على نظام التحقق الرقمي - جازان,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2026-5246 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-00251,2026-05-11,عالية,منصة الخدمات الحكومية الموحدة,حجب خدمة موزع على منصة الخدمات الحكومية الموحدة - الأحساء,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2026-9920 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المراجعة
INC-00252,2019-06-26,عالية,نظام التخطيط المؤسسي,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2019-1935 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق بعد المراجعة
INC-00253,2023-02-10,عالية,نظام إدارة الهوية المركزي,إحاطة عاجلة للمركز الوطني بشأن حادثة نجران,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2023-4049 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-00254,2023-11-08,عالية,بوابة المستفيدين,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2023),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2023-1546 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00255,2025-09-13,منخفضة,منصة تبادل البيانات الوطنية,تصريح عن اكتمال تحديث أمني في منصة تبادل البيانات الوطنية - 2025,تصريح رسمي عن اكتمال التحديث دون كشف تفاصيل فنية. المرجع SOC-2025-5662 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00256,2023-08-04,منخفضة,شبكة الربط الحكومي,منشور توعوي عن التصيّد الإلكتروني - الشؤون القانونية الربع الثالث 2023,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2023-3571 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المراجعة
INC-00257,2025-04-27,متوسطة,بوابة المدفوعات الوطنية,مؤشرات اختراق مستمرة في شريحة الشبكة 120,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2025-1618 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مصعّد
INC-00258,2021-08-03,عالية,بوابة الموردين الإلكترونية,نتائج اختبار اختراق بوابة الموردين الإلكترونية - الربع الثاني 2021,تحقيق هجومي كشف مسارات ثغرة في سلسلة الإمداد قابلة للاستغلال. المرجع SOC-2021-4882 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00259,2022-03-08,عالية,شبكة الربط الحكومي,حجب خدمة موزع على شبكة الربط الحكومي - المدينة المنورة,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2022-2312 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المعالجة
INC-00260,2021-05-09,متوسطة,منصة المراسلات الرسمية,مراجعة ما بعد الحادثة لمنصة المراسلات الرسمية,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2021-4258 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق
INC-00261,2020-12-22,منخفضة,بوابة الموردين الإلكترونية,كشف غير مقصود لبيانات شخصية في بوابة الموردين الإلكترونية,إعداد خاطئ أدى لظهور بيانات شخصية لعدد محدود من المستفيدين. المرجع SOC-2020-2905 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00262,2021-03-22,متوسطة,بوابة المستفيدين,محاولة تصيّد موجهة لمنسوبي الموارد البشرية,رسائل تصيّد تطلب بيانات هوية ودخول من الموظفين. المرجع SOC-2021-8802 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00263,2021-09-26,متوسطة,نظام التخطيط المؤسسي,خطة الاستجابة الاستراتيجية لحوادث قطاع البنية التحتية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2021-7756 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-00264,2019-05-03,عالية,مركز البيانات الاحتياطي,خطة الاستجابة الاستراتيجية لحوادث قطاع الحلول الحكومية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2019-6819 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-00265,2023-01-05,عالية,شبكة الربط الحكومي,مراجعة ما بعد الحادثة لشبكة الربط الحكومي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2023-3005 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-00266,2023-11-28,متوسطة,منصة التوثيق الإلكتروني,نتائج اختبار اختراق منصة التوثيق الإلكتروني - الربع الثاني 2023,تحقيق هجومي كشف مسارات تنفيذ أوامر عن بُعد قابلة للاستغلال. المرجع SOC-2023-5875 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00267,2020-08-23,حرجة,شبكة الاتصالات الداخلية,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2020-4606 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00268,2025-08-20,عالية,نظام التخطيط المؤسسي,مراجعة ما بعد الحادثة لنظام التخطيط المؤسسي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2025-6971 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق
INC-00269,2020-10-28,متوسطة,بوابة المدفوعات الوطنية,نتائج اختبار اختراق بوابة المدفوعات الوطنية - الربع الأول 2020,تحقيق هجومي كشف مسارات ثغرة في سلسلة الإمداد قابلة للاستغلال. المرجع SOC-2020-4951 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00270,2022-08-09,عالية,منصة تبادل البيانات الوطنية,إحاطة عاجلة للمركز الوطني بشأن حادثة الأحساء,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2022-7292 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-00271,2023-06-20,متوسطة,بوابة الموردين الإلكترونية,نتائج اختبار اختراق بوابة الموردين الإلكترونية - الربع الأول 2023,تحقيق هجومي كشف مسارات ضعف في تشفير القنوات قابلة للاستغلال. المرجع SOC-2023-4195 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00272,2024-07-17,منخفضة,منصة التوثيق الإلكتروني,تصريح عن اكتمال تحديث أمني في منصة التوثيق الإلكتروني - 2024,تصريح رسمي عن اكتمال التحديث دون كشف تفاصيل فنية. المرجع SOC-2024-6886 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المراجعة
INC-00273,2023-01-15,منخفضة,منصة تبادل البيانات الوطنية,كشف غير مقصود لبيانات شخصية في منصة تبادل البيانات الوطنية,إعداد خاطئ أدى لظهور بيانات شخصية لعدد محدود من المستفيدين. المرجع SOC-2023-3118 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المراجعة
INC-00274,2023-10-05,عالية,منصة تبادل البيانات الوطنية,مؤشرات اختراق مستمرة في شريحة الشبكة 143,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2023-2310 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق بعد المراجعة
INC-00275,2020-07-17,عالية,مركز البيانات الاحتياطي,تسريب مستندات تفاوضية من مركز البيانات الاحتياطي,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2020-3954 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مصعّد
INC-00276,2025-08-29,حرجة,منصة تبادل البيانات الوطنية,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2025-1893 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-00277,2025-10-27,حرجة,نظام إدارة الهوية المركزي,إنذار أمني بشأن منشأة نووي الاستخدام المدني في حائل,إنذار تقني مرتبط بأنظمة منشأة نووي الاستخدام المدني. المرجع SOC-2025-7932 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق بعد المراجعة
INC-00278,2019-06-01,عالية,منصة تبادل البيانات الوطنية,اختراق شبكة ربط تخدم منشأة حيوية في جدة,وصول غير مصرح إلى شريحة شبكة تخدم منشأة حيوية وخطة العزل الفوري. المرجع SOC-2019-5380 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المعالجة
INC-00279,2026-02-08,متوسطة,نظام التخطيط المؤسسي,مؤشرات اختراق مستمرة في شريحة الشبكة 244,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2026-2262 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مصعّد
INC-00280,2022-09-21,عالية,شبكة الاتصالات الداخلية,تقييم الأثر الاستراتيجي لانقطاع شبكة الاتصالات الداخلية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2022-4587 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00281,2019-11-02,عالية,نظام التحقق الرقمي,حادثة مساس بمتطلبات سيادة البيانات في نظام التحقق الرقمي,نقل بيانات خارج النطاق المصرح بما يخل بمتطلبات سيادة البيانات. المرجع SOC-2019-3168 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00282,2025-06-09,متوسطة,نظام التخطيط المؤسسي,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2025),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2025-3707 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00283,2020-08-03,عالية,منصة التوثيق الإلكتروني,نتائج اختبار اختراق منصة التوثيق الإلكتروني - الربع الرابع 2020,تحقيق هجومي كشف مسارات تجاوز مصادقة قابلة للاستغلال. المرجع SOC-2020-5388 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-00284,2024-09-24,حرجة,نظام النسخ الاحتياطي المركزي,إحاطة عاجلة للمركز الوطني بشأن حادثة سكاكا,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2024-8364 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-00285,2019-02-17,عالية,نظام النسخ الاحتياطي المركزي,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2019),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2019-2456 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00286,2024-07-30,متوسطة,مركز البيانات الرئيسي,قضية احتيال إلكتروني على بوابة المدفوعات (2024),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2024-2469 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المعالجة
INC-00287,2022-07-05,متوسطة,بوابة المدفوعات الوطنية,تقييم الأثر الاستراتيجي لانقطاع بوابة المدفوعات الوطنية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2022-6874 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المعالجة
INC-00288,2025-09-10,متوسطة,بوابة المدفوعات الوطنية,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2025-7289 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-00289,2021-11-27,عالية,مركز البيانات الاحتياطي,حجب خدمة موزع على مركز البيانات الاحتياطي - حائل,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2021-6408 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-00290,2025-01-23,منخفضة,منصة التحليلات المؤسسية,إحصاءات جاهزية الأمن السيبراني المعلنة - قطاع الخدمات الرقمية 2025,إحصاءات مجمّعة معلنة عن مؤشرات الجاهزية دون تفاصيل تشغيلية. المرجع SOC-2025-9504 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق بعد المراجعة
INC-00291,2021-08-21,عالية,بوابة الموردين الإلكترونية,تسريب مستندات تفاوضية من بوابة الموردين الإلكترونية,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2021-7741 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-00292,2023-10-25,منخفضة,بوابة المدفوعات الوطنية,إعلان تدريب توعوي لمنسوبي قطاع التقنية والمشاريع في القطيف,إعلان عن برنامج تدريب توعوي مفتوح للتسجيل. المرجع SOC-2023-5050 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المعالجة
INC-00293,2026-01-03,منخفضة,شبكة الاتصالات الداخلية,إعلان تدريب توعوي لمنسوبي قطاع الشراكات في جدة,إعلان عن برنامج تدريب توعوي مفتوح للتسجيل. المرجع SOC-2026-1719 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00294,2025-07-05,عالية,بوابة المدفوعات الوطنية,إساءة استخدام صلاحيات إدارية في بوابة المدفوعات الوطنية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2025-5436 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-00295,2024-04-04,متوسطة,منصة المراسلات الرسمية,مراجعة ما بعد الحادثة لمنصة المراسلات الرسمية,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2024-9042 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00296,2025-05-04,عالية,بوابة الموردين الإلكترونية,هجوم فدية على بوابة الموردين الإلكترونية - الخبر,قضية ابتزاز إلكتروني قيد المعالجة مع تقييم أثر التوقف التشغيلي. المرجع SOC-2025-8289 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-00297,2025-01-17,متوسطة,منصة التحليلات المؤسسية,إساءة استخدام صلاحيات إدارية في منصة التحليلات المؤسسية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2025-8710 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المراجعة
INC-00298,2026-03-25,متوسطة,مركز البيانات الاحتياطي,حجب خدمة موزع على مركز البيانات الاحتياطي - مكة المكرمة,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2026-7369 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00299,2025-09-30,عالية,مركز البيانات الاحتياطي,نتائج اختبار اختراق مركز البيانات الاحتياطي - الربع الأول 2025,تحقيق هجومي كشف مسارات ثغرة في سلسلة الإمداد قابلة للاستغلال. المرجع SOC-2025-2454 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00300,2022-04-16,منخفضة,نظام إدارة العقود,منشور توعوي عن التصيّد الإلكتروني - الاتصال المؤسسي الربع الثالث 2022,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2022-5380 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-00301,2026-04-04,متوسطة,نظام التخطيط المؤسسي,إساءة استخدام صلاحيات إدارية في نظام التخطيط المؤسسي,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2026-3354 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00302,2019-12-09,عالية,نظام التحقق الرقمي,مراجعة ما بعد الحادثة لنظام التحقق الرقمي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2019-6287 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المراجعة
