record_id,entity_name_ar,cr_number,main_activity,city,registration_status,dataset_source,license
OPEN-00189,شركة الزياني للخدمات المالية,7106244745,الطاقة والكهرباء,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00190,مختبرات الزهراني للطباعة والنشر,3206940098,التمويل والبنوك,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00191,مختبرات الحربي للخدمات اللوجستية,7106093953,التمويل والبنوك,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00192,مختبرات العتيبي للصناعات الغذائية,4030297376,الاستيراد والتصدير,جدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00193,مختبرات الدوسري للأمن السيبراني,5606029353,تجارة التجزئة,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00194,مؤسسة الغامدي للمقاولات,4032663782,الطاقة والكهرباء,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00195,مختبرات الحوساوي للطباعة والنشر,2050441028,التمويل والبنوك,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00196,شركة مساهمة الدوسري لإدارة المشاريع,6506312762,الاستيراد والتصدير,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00197,مجموعة الحازمي للأعمال العقارية,5854962518,الاستيراد والتصدير,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00198,مكتب العسيري للبنية التحتية,6906625639,الاستيراد والتصدير,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00199,مجموعة القرشي للصناعات الغذائية,2051453183,التعليم والتدريب,الجبيل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00200,مختبرات الرويلي للمقاولات,3206762977,الأمن والحراسة,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00201,مركز السهلي للخدمات المالية,7106890203,الصناعة التحويلية,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00202,شركة مساهمة الربيعي للطباعة والنشر,6006265261,التجارة الإلكترونية,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00203,شركة الشهراني للتجهيزات الطبية,2051492752,تجارة التجزئة,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00204,مجموعة الزهراني للأمن السيبراني,4031289360,الصناعة التحويلية,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00205,مؤسسة القحطاني للصناعات الغذائية,6906629470,السياحة والضيافة,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00206,مكتب الصاعدي للترجمة والتعريب,4650508546,التعليم والتدريب,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00207,مؤسسة البلوي لإدارة المشاريع,2050628857,الصناعة التحويلية,الدمام,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00208,مركز المقرن للأعمال العقارية,5854516714,التجارة الإلكترونية,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00209,مؤسسة الأسمري لإدارة المشاريع,2051851514,الطاقة والكهرباء,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00210,مؤسسة العرجاني للخدمات البيئية,2050692349,الاستشارات,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00211,مركز الشريف للتطوير البرمجي,2050816948,الاستشارات,الدمام,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00212,مكتب العمري للأعمال العقارية,5606699949,الخدمات اللوجستية,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00213,مركز الدوسري للأعمال العقارية,4652460950,السياحة والضيافة,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00214,مؤسسة البلوي للبنية التحتية,3206096110,الأمن والحراسة,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00215,مركز الخالدي للتسويق الرقمي,6006128236,التعليم والتدريب,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00216,مصنع السديري للخدمات المالية,5855543033,الشحن والنقل,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00217,شركة مساهمة الغامدي للترجمة والتعريب,4031711452,الخدمات الحكومية,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00218,مكتب الرشيدي لإدارة المشاريع,3406088630,البحث والتطوير,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00219,مركز المالكي للتسويق الرقمي,5606058424,تقنية المعلومات,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00220,مركز الشمري للمستشفيات,6506895447,التمويل والبنوك,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00221,مجموعة المرواني للتطوير البرمجي,3406884244,المقاولات,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00222,مركز السلمي للخدمات المالية,7106122005,البحث والتطوير,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00223,شركة الزبيدي للخدمات البيئية,7106289583,المقاولات,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00224,مختبرات العوفي للتجهيزات الطبية,4650456839,السياحة والضيافة,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00225,شركة الهاجري للمقاولات,6506431039,الأمن والحراسة,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00226,مصنع التميمي للخدمات البيئية,7106606898,الصناعة التحويلية,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00227,مختبرات العمري للطباعة والنشر,2050237312,المقاولات,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00228,شركة مساهمة القحطاني للخدمات اللوجستية,4030201017,الطاقة والكهرباء,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00229,مركز المالكي للتطوير البرمجي,5855632068,تجارة التجزئة,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00230,مؤسسة الزياني للأمن السيبراني,5855442092,التعليم والتدريب,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00231,شركة مساهمة السبيعي للخدمات المالية,1010525158,الإعلام والتواصل,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00232,مجموعة الهاجري للخدمات المالية,4032486768,البناء والتشييد,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00233,شركة مساهمة الحميدي للبنية التحتية,5606128504,الصناعة التحويلية,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00234,مختبرات العمري للأعمال العقارية,5855471312,الصناعات الغذائية,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00235,مختبرات الخالدي للترجمة والتعريب,3406126010,الخدمات اللوجستية,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00236,مختبرات المرواني للمستشفيات,4030313400,الصناعات الغذائية,جدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00237,مجموعة الأسمري للتجهيزات الطبية,5606034663,الأمن والحراسة,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00238,مكتب الحوساوي للمقاولات,4032651951,الخدمات الصحية,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00239,مصنع السبيعي لإدارة المشاريع,4650926162,الصناعة التحويلية,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00240,شركة مساهمة اليامي للتجهيزات الطبية,3206860762,الخدمات الصحية,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00241,مؤسسة السلمي للإعلام والتواصل,5606440455,الخدمات الصحية,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00242,مركز الزياني للصناعات الغذائية,3406305662,الصناعات الغذائية,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00243,مكتب الزياني للخدمات المالية,5855689025,الصناعة التحويلية,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00244,شركة الشريف للتسويق الرقمي,4652653575,الخدمات اللوجستية,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00245,مختبرات الحوساوي للاستشارات,1010924457,السياحة والضيافة,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00246,مصنع المسعود للتجهيزات الطبية,2050275327,المقاولات,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00247,شركة الشهراني للاتصالات,4652250352,الاستيراد والتصدير,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00248,مكتب الحميدي للأمن السيبراني,6006240082,البناء والتشييد,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00249,مؤسسة السهلي للتسويق الرقمي,3406719764,الأمن والحراسة,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00250,شركة الدوسري للأمن السيبراني,4650501796,الخدمات اللوجستية,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00251,مكتب المقرن للخدمات اللوجستية,4652317246,المقاولات,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00252,مكتب السواط للمستشفيات,2051945613,الطاقة والكهرباء,الجبيل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00253,مركز السبيعي للتطوير البرمجي,7106047908,تجارة التجزئة,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00254,مصنع الأسمري للصناعات الغذائية,6506506906,الطاقة والكهرباء,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00255,مركز السبيعي للإعلام والتواصل,6006989983,البحث والتطوير,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00256,مكتب القرني للبنية التحتية,5606072570,الخدمات الحكومية,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00257,مؤسسة الشهراني للمقاولات,5855311766,الطاقة والكهرباء,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00258,شركة مساهمة الحازمي للمستشفيات,4030230208,الإعلام والتواصل,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00259,مختبرات العوفي للتطوير البرمجي,4652995663,التعليم والتدريب,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00260,مجموعة العنزي للخدمات اللوجستية,4030668195,الخدمات الصحية,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00261,مركز الربيعي للتطوير البرمجي,6906876619,الخدمات اللوجستية,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00262,مركز الهاجري للاستشارات,4650070718,المقاولات,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00263,مختبرات العسيري للتسويق الرقمي,7106517961,تجارة التجزئة,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00264,مؤسسة الأسمري للخدمات المالية,3406345132,البحث والتطوير,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00265,شركة مساهمة الأسمري لإدارة المشاريع,4652885994,المقاولات,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00266,شركة العمري للبنية التحتية,2050134499,المقاولات,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00267,مكتب السديري للتعليم والتدريب,2051418065,التجارة الإلكترونية,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00268,مكتب الغامدي للخدمات المالية,4652799172,البناء والتشييد,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00269,مكتب المالكي لتقنية المعلومات,4032637114,الخدمات اللوجستية,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00270,مركز السواط للتعليم والتدريب,4031182874,الإعلام والتواصل,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00271,مؤسسة الحوساوي لتقنية المعلومات,1010365521,المقاولات,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00272,مؤسسة الشهري للمستشفيات,3406186023,السياحة والضيافة,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00273,شركة مساهمة السهلي للأمن السيبراني,3206459307,البناء والتشييد,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00274,مصنع الفيفي للتسويق الرقمي,3406530231,تجارة التجزئة,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00275,شركة السديري للأمن السيبراني,2050340973,الطاقة والكهرباء,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00276,شركة مساهمة العامري للخدمات اللوجستية,5606186565,التعليم والتدريب,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00277,مجموعة الربيعي للخدمات المالية,4650242160,الخدمات اللوجستية,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00278,شركة العوفي للترجمة والتعريب,3206897081,الأمن والحراسة,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00279,مؤسسة الغامدي للخدمات البيئية,5854751377,التجارة الإلكترونية,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00280,مختبرات الحازمي للطباعة والنشر,6906487142,التمويل والبنوك,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00281,مختبرات المطيري للتطوير البرمجي,4652706894,الصناعات الغذائية,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00282,مختبرات العسيري للخدمات المالية,1010097651,الصناعة التحويلية,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00283,مختبرات الجهني للمقاولات,4652460768,الصناعات الغذائية,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00284,مركز العرجاني لإدارة المشاريع,6006338361,الاستيراد والتصدير,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00285,شركة الشمري للإعلام والتواصل,6906675569,الشحن والنقل,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00286,مصنع الشمري للتجهيزات الطبية,2050638131,الخدمات الحكومية,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00287,شركة مساهمة المرواني للترجمة والتعريب,6906051369,البناء والتشييد,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00288,مختبرات الجهني للمستشفيات,2050388487,تجارة التجزئة,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00289,مكتب الثبيتي للمستشفيات,5854834623,الاستشارات,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00290,مركز العسيري للخدمات المالية,5855861480,الإعلام والتواصل,أبها,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00291,مجموعة العوفي للاستشارات,4650599308,التمويل والبنوك,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00292,شركة المطيري للترجمة والتعريب,4031572607,المقاولات,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00293,مكتب الشمري للتعليم والتدريب,6506423575,البناء والتشييد,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00294,مجموعة الزبيدي للخدمات البيئية,5606844042,الشحن والنقل,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00295,شركة مساهمة الحازمي للتسويق الرقمي,6906882277,التعليم والتدريب,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00296,شركة مساهمة الهاجري للطباعة والنشر,5855144582,المقاولات,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00297,شركة الشهراني لإدارة المشاريع,1010321210,التجارة الإلكترونية,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00298,مؤسسة الحربي للطباعة والنشر,4031330777,الصناعة التحويلية,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00299,مكتب المطيري للمستشفيات,4652234861,الاستشارات,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00300,مكتب الفيفي للتجهيزات الطبية,7106718020,الإعلام والتواصل,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00301,مصنع القحطاني للترجمة والتعريب,2051590944,الصناعة التحويلية,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00302,مركز الشهراني للخدمات المالية,4652790511,الاستيراد والتصدير,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00303,مصنع الزهراني للتجهيزات الطبية,5854109568,الصناعات الغذائية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00304,مختبرات العوفي للأمن السيبراني,4650220600,الاستشارات,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00305,مصنع السبيعي للطباعة والنشر,5606399827,البناء والتشييد,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00306,مجموعة البقمي للصناعات الغذائية,4030858070,التعليم والتدريب,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00307,مكتب الثبيتي للطباعة والنشر,4030840189,الصناعات الغذائية,جدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00308,شركة مساهمة المقرن للأعمال العقارية,6506853790,الشحن والنقل,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00309,مؤسسة الرشيدي للتطوير البرمجي,3406413966,التمويل والبنوك,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00310,مختبرات الأسمري لتقنية المعلومات,2051899974,الخدمات اللوجستية,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00311,مصنع البلوي للتعليم والتدريب,5855632740,تقنية المعلومات,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00312,مجموعة المسعود للإعلام والتواصل,6906108170,التجارة الإلكترونية,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00313,مركز البلوي لإدارة المشاريع,6906634476,تقنية المعلومات,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00314,مختبرات القرني للبنية التحتية,2050135052,الإعلام والتواصل,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00315,مختبرات السواط لإدارة المشاريع,5854444273,التعليم والتدريب,خميس مشيط,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00316,مكتب الدوسري للطباعة والنشر,5606137577,الخدمات اللوجستية,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00317,شركة مساهمة العوفي لإدارة المشاريع,7106407399,المقاولات,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00318,مجموعة السواط للطباعة والنشر,4650012175,الشحن والنقل,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00319,مركز الزبيدي للتجهيزات الطبية,4650244679,الإعلام والتواصل,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00320,شركة مساهمة الربيعي للإعلام والتواصل,5855483781,التعليم والتدريب,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00321,شركة مساهمة الشمري للأعمال العقارية,5855198180,الشحن والنقل,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00322,شركة مساهمة الشهراني للأعمال العقارية,6506027864,البناء والتشييد,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00323,مكتب الربيعي للأعمال العقارية,4032806550,الخدمات الحكومية,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00324,مركز الزبيدي للخدمات المالية,3206687896,تجارة التجزئة,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00325,مصنع البلوي للأمن السيبراني,4031216208,التجارة الإلكترونية,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00326,مكتب الحميدي للمقاولات,6006178160,الخدمات الصحية,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00327,مختبرات المسعود للترجمة والتعريب,5854662366,البناء والتشييد,خميس مشيط,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00328,مجموعة البقمي للأمن السيبراني,6506278902,تقنية المعلومات,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00329,مكتب الثبيتي للخدمات البيئية,5855151111,المقاولات,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00330,شركة مساهمة الزياني للترجمة والتعريب,6006309967,التجارة الإلكترونية,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00331,شركة الغامدي للبنية التحتية,4030840039,الخدمات الحكومية,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00332,شركة الشهري للاتصالات,2050281783,الإعلام والتواصل,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00333,مصنع العسيري للتجهيزات الطبية,1010998406,السياحة والضيافة,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00334,مختبرات العمري للاتصالات,2051244000,الإعلام والتواصل,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00335,مجموعة الشهراني للخدمات البيئية,6906109253,السياحة والضيافة,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00336,مؤسسة الحازمي للمقاولات,1010921324,الشحن والنقل,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00337,مكتب القرشي لتقنية المعلومات,6506500150,تجارة التجزئة,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
